awardYear,category,gender,fullName,laureateType,gender,birthCountryNow
2011,Peace,female,Tawakkol Karman,Individual,female,Yemen
2011,Physics,male,Adam G. Riess,Individual,male,United States of America
2011,Physics,male,Brian P. Schmidt,Individual,male,United States of America
2011,Physics,male,Saul Perlmutter,Individual,male,United States of America
2011,Physiology or Medicine,male,Bruce A. Beutler,Individual,male,United States of America
2011,Physiology or Medicine,male,Jules A. Hoffmann,Individual,male,Luxembourg
2011,Physiology or Medicine,male,Ralph M. Steinman,Individual,male,Canada
2012,Chemistry,male,Brian K. Kobilka,Individual,male,United States of America
2012,Chemistry,male,Robert J. Lefkowitz,Individual,male,United States of America
2012,Economic Sciences,male,Alvin E. Roth,Individual,male,United States of America
2012,Economic Sciences,male,Lloyd S. Shapley,Individual,male,United States of America
2012,Literature,male,Mo Yan,Individual,male,China
2012,Peace,,,Organization,,
2012,Physics,male,David J. Wineland,Individual,male,United States of America
2012,Physics,male,Serge Haroche,Individual,male,Morocco
2012,Physiology or Medicine,male,Shinya Yamanaka,Individual,male,Japan
2012,Physiology or Medicine,male,Sir John B. Gurdon,Individual,male,United Kingdom
2013,Chemistry,male,Arieh Warshel,Individual,male,Israel
2013,Chemistry,male,Martin Karplus,Individual,male,Austria
2013,Chemistry,male,Michael Levitt,Individual,male,South Africa
2013,Economic Sciences,male,Eugene F. Fama,Individual,male,United States of America
2013,Economic Sciences,male,Lars Peter Hansen,Individual,male,United States of America
2013,Economic Sciences,male,Robert J. Shiller,Individual,male,United States of America
2013,Literature,female,Alice Munro,Individual,female,Canada
2013,Peace,,,Organization,,
2013,Physics,male,Fran??ois Englert,Individual,male,Belgium
2013,Physics,male,Peter W. Higgs,Individual,male,United Kingdom
2013,Physiology or Medicine,male,James E. Rothman,Individual,male,United States of America
2013,Physiology or Medicine,male,Randy W. Schekman,Individual,male,United States of America
2013,Physiology or Medicine,male,Thomas C. S?¨dhof,Individual,male,Germany
2014,Chemistry,male,Eric Betzig,Individual,male,United States of America
2014,Chemistry,male,Stefan W. Hell,Individual,male,Romania
2014,Chemistry,male,William E. Moerner,Individual,male,United States of America
2014,Economic Sciences,male,Jean Tirole,Individual,male,France
2014,Literature,male,Patrick Modiano,Individual,male,France
2014,Peace,male,Kailash Satyarthi,Individual,male,India
2014,Peace,female,Malala YoUnited States of Americafzai,Individual,female,Pakistan
2014,Physics,male,Hiroshi Amano,Individual,male,Japan
2014,Physics,male,Isamu Akasaki,Individual,male,Japan
2014,Physics,male,Shuji Nakamura,Individual,male,Japan
2014,Physiology or Medicine,male,Edvard I. Moser,Individual,male,Norway
2014,Physiology or Medicine,male,John O'Keefe,Individual,male,United States of America
2014,Physiology or Medicine,female,May-Britt Moser,Individual,female,Norway
2015,Chemistry,male,Aziz Sancar,Individual,male,Turkey
2015,Chemistry,male,Paul Modrich,Individual,male,United States of America
2015,Chemistry,male,Tomas Lindahl,Individual,male,Sweden
2015,Economic Sciences,male,Angus Deaton,Individual,male,Scotland
2015,Literature,female,Svetlana Alexievich,Individual,female,Ukraine
2015,Peace,,,Organization,,
2015,Physics,male,Arthur B. McDonald,Individual,male,Canada
2015,Physics,male,Takaaki Kajita,Individual,male,Japan
2015,Physiology or Medicine,male,Satoshi &#332;mura,Individual,male,Japan
2015,Physiology or Medicine,female,Tu Youyou,Individual,female,China
2015,Physiology or Medicine,male,William C. Campbell,Individual,male,Ireland
2016,Chemistry,male,Bernard L. Feringa,Individual,male,Netherlands
2016,Chemistry,male,Jean-Pierre Sauvage,Individual,male,France
2016,Chemistry,male,Sir J. Fraser Stoddart,Individual,male,United Kingdom
2016,Economic Sciences,male,BengtˇRobert Holmstrîm,Individual,male,Finland
2016,Economic Sciences,male,Oliver Hart,Individual,male,United Kingdom
2016,Literature,male,Bob Dylan,Individual,male,United States of America
2016,Peace,male,Juan Manuel Santos,Individual,male,Colombia
2016,Physics,male,David J. Thouless,Individual,male,United Kingdom
2016,Physics,male,F. Duncan M. Haldane,Individual,male,United Kingdom
2016,Physics,male,J. Michael Kosterlitz,Individual,male,United Kingdom
2016,Physiology or Medicine,male,Yoshinori Ohsumi,Individual,male,Japan
2017,Chemistry,male,Jacques Dubochet,Individual,male,Switzerland
2017,Chemistry,male,Joachim Frank,Individual,male,Germany
2017,Chemistry,male,Richard Henderson,Individual,male,Scotland
2017,Economic Sciences,male,Richard H. Thaler,Individual,male,United States of America
2017,Literature,male,Kazuo Ishiguro,Individual,male,Japan
2017,Peace,,,Organization,,
2017,Physics,male,Barry C. Barish,Individual,male,United States of America
2017,Physics,male,Kip S. Thorne,Individual,male,United States of America
2017,Physics,male,Rainer Weiss,Individual,male,Germany
2017,Physiology or Medicine,male,Jeffrey C. Hall,Individual,male,United States of America
2017,Physiology or Medicine,male,Michael Rosbash,Individual,male,United States of America
2017,Physiology or Medicine,male,Michael W. Young,Individual,male,United States of America
2018,Chemistry,female,Frances H. Arnold,Individual,female,United States of America
2018,Chemistry,male,George P. Smith,Individual,male,United States of America
2018,Chemistry,male,Sir Gregory P. Winter,Individual,male,United Kingdom
2018,Economic Sciences,male,Paul M. Romer,Individual,male,United States of America
2018,Economic Sciences,male,William D. Nordhaus,Individual,male,United States of America
2018,Literature,female,Olga Tokarczuk,Individual,female,Poland
2018,Peace,male,Denis Mukwege,Individual,male,Democratic Republic of the Congo
2018,Peace,female,Nadia Murad Basee Taha,Individual,female,Iraq
2018,Physics,male,Arthur Ashkin,Individual,male,United States of America
2018,Physics,female,Donna Strickland,Individual,female,Canada
2018,Physics,male,G??rard Mourou,Individual,male,France
2018,Physiology or Medicine,male,James P. Allison,Individual,male,United States of America
2018,Physiology or Medicine,male,Tasuku Honjo,Individual,male,Japan
2019,Chemistry,male,Akira Yoshino,Individual,male,Japan
2019,Chemistry,male,John B. Goodenough,Individual,male,Germany
2019,Chemistry,male,M. Stanley Whittingham,Individual,male,United Kingdom
2019,Economic Sciences,male,Abhijit Banerjee,Individual,male,India
2019,Economic Sciences,female,Esther Duflo,Individual,female,France
2019,Economic Sciences,male,Michael Kremer,Individual,male,United States of America
2019,Literature,male,Peter Handke,Individual,male,Austria
2019,Peace,male,Abiy Ahmed Ali,Individual,male,Ethiopia
2019,Physics,male,Didier Queloz,Individual,male,Switzerland
2019,Physics,male,James Peebles,Individual,male,Canada
2019,Physics,male,Michel Mayor,Individual,male,Switzerland
2019,Physiology or Medicine,male,Gregg L. Semenza,Individual,male,United States of America
2019,Physiology or Medicine,male,Sir Peter J. Ratcliffe,Individual,male,United Kingdom
2019,Physiology or Medicine,male,William G. Kaelin Jr,Individual,male,United States of America
2020,Chemistry,female,Emmanuelle Charpentier,Individual,female,France
2020,Chemistry,female,Jennifer A. Doudna,Individual,female,United States of America
2020,Economic Sciences,male,Paul R. Milgromˇ,Individual,male,United States of America
2020,Economic Sciences,male,Robert B. Wilson,Individual,male,United States of America
2020,Literature,female,Louise GlÅck,Individual,female,United States of America
2020,Peace,,,Organization,,
2020,Physics,male,Roger Penrose,Individual,male,United Kingdom
2020,Physics,male,Reinhard Genzel,Individual,male,Germany
2020,Physics,female,Andrea Ghez,Individual,female,United States of America
2020,Physiology or Medicine,male,Harvey J. Alter,Individual,male,United States of America
2020,Physiology or Medicine,male,Michael Houghton,Individual,male,United Kingdom
2020,Physiology or Medicine,male,Charles M. Rice,Individual,male,United States of America
2021,Chemistry,male,Benjamin List,Individual,male,Germany
2021,Chemistry,male,David MacMillan,Individual,male,United Kingdom
2021,Economic Sciences,male,David Card,Individual,male,Canada
2021,Economic Sciences,male,Joshua D. Angrist,Individual,male,United States of America
2021,Economic Sciences,male,Guido W. Imbens,Individual,male,Netherlands
2021,Literature,male,Abdulrazak Gurnah,Individual,male,Tanzania
2021,Peace,female,Maria Ressa,Individual,female,Philippines
2021,Peace,male,Dmitry Muratov,Individual,male,Russia
2021,Physics,male,Syukuro Manabe,Individual,male,Japan
2021,Physics,male,Klaus Hasselmann,Individual,male,Germany
2021,Physics,male,Giorgio Parisi,Individual,male,Italy
2021,Physiology or Medicine,male,David Julius,Individual,male,United States of America
2021,Physiology or Medicine,male,Ardem Patapoutian,Individual,male,Lebanon
